ID,YEAR,LOC,SN,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX,CO
11693,2019,Croatia,0903XTR,9.2493,1022.5,84.127,2.6132,21.667,1063.1,549.87,121.95,11.076,-,1.7087
11694,2021,Lithuania,0903XTR,14.798,1016.7,83.819,3.4634,19.279,1055.6,550.06,110.1,10.507,-,5.1806
11695,2020,Slovenia,0903XTR,5.9481,1015.5,91.366,2.9376,23.265,1081.9,550.05,132.87,11.658,-,1.7104
11696,2019,Republic of Cyprus,0903XTR,14.526,1005.5,100.01,3.924,24.864,1079.6,549.81,134.11,11.874,62.068,1.6112
11697,2021,France,0903XTR,17.205,997.94,82.641,2.9852,24.923,1087.4,549.93,135.14,11.899,70.676,0.60653
11698,2021,France,0903XTR,20.092,1005.0,61.754,5.8828,31.265,1100.4,536.49,155.15,13.467,66.746,0.76058
11699,2022,Spain,0903XTR,19.158,1006.1,85.067,3.5483,22.619,1073.5,550.11,122.84,11.363,64.328,2.6804
11700,2020,Luxembourg,0903XTR,17.002,1020.9,89.051,4.1599,32.377,1100.0,532.23,155.64,13.743,-,1.012
11701,2019,Netherlands,0903XTR,8.835,1015.7,81.825,2.6374,21.625,1063.5,549.83,122.57,11.055,67.376,1.0858
11702,2021,Spain,0903XTR,19.484,1016.1,91.491,4.5347,25.043,1088.9,550.02,133.21,12.095,59.921,0.88146
11703,2021,Romania,0903XTR,28.578,1012.2,71.459,4.246,26.317,1093.6,549.89,133.88,12.246,-,1.6146
11704,2019,Bulgaria,0903XTR,10.165,1013.7,93.673,3.5771,24.96,1076.5,550.18,133.58,11.904,-,1.6145
11705,2020,France,0903XTR,24.427,1012.2,90.982,5.1003,25.844,1092.7,550.05,134.62,12.205,59.785,1.3604
11706,2021,Republic of Cyprus,0903XTR,24.349,1013.3,92.374,4.343,25.356,1090.1,549.8,133.05,12.209,58.256,1.6888
11707,2020,Luxembourg,0903XTR,26.513,1010.4,69.945,5.2885,26.252,1094.8,549.89,135.42,12.254,-,1.4659
11708,2019,Luxembourg,0903XTR,24.813,1011.1,84.999,5.1867,30.581,1099.9,544.54,147.29,13.225,-,1.2112
11709,2020,Austria,0903XTR,11.22,1009.4,99.698,2.4672,19.089,1051.9,548.88,109.69,10.281,-,7.0473
11710,2019,Finland,0903XTR,26.381,1013.2,69.976,5.3374,31.156,1100.0,542.13,146.72,13.37,59.568,1.5419
11711,2022,Luxembourg,0903XTR,22.429,1008.8,83.606,3.4986,23.653,1080.5,550.33,127.18,11.533,57.373,0.87875
11712,2021,Hungary,0903XTR,27.317,1009.1,64.481,4.708,29.703,1099.8,541.71,147.13,13.185,-,1.5369
11713,2018,Bulgaria,0903XTR,22.138,1014.6,78.614,3.2909,21.613,1062.4,550.35,117.99,11.123,-,3.5136
11714,2018,Latvia,0903XTR,17.057,1023.2,63.105,3.3006,23.774,1076.7,550.39,129.57,11.703,58.031,2.7377
11715,2018,Italy,0903XTR,20.993,1010.3,71.966,4.3313,31.066,1099.9,541.23,152.56,13.447,-,1.7836
11716,2018,Germany,0903XTR,15.624,1023.2,74.551,2.9873,18.89,1048.3,550.33,109.02,10.368,56.73,4.5526
11717,2022,Ireland,0903XTR,9.3003,1027.1,81.169,4.1972,23.805,1086.4,549.98,133.66,11.956,82.634,1.791
11718,2021,Malta,0903XTR,18.999,1004.4,84.058,5.2256,25.046,1088.0,549.94,133.46,12.091,69.876,1.1619
11719,2019,Romania,0903XTR,20.263,1013.4,88.051,4.6165,30.919,1099.8,542.82,151.17,13.343,56.478,1.2514
11720,2019,Netherlands,0903XTR,7.603,1020.2,85.624,4.6475,33.949,1100.0,533.22,163.55,14.111,-,0.95049
11721,2022,Malta,0903XTR,11.678,1018.5,83.433,4.9186,32.613,1099.9,528.91,160.88,14.002,80.677,7.2781
11722,2020,Lithuania,0903XTR,31.311,1005.9,51.43,4.3886,26.375,1094.3,550.21,133.21,12.312,-,0.44725
11723,2019,Malta,0903XTR,12.616,1022.7,85.518,3.3298,24.99,1077.4,550.08,133.58,11.839,90.409,0.11124
11724,2022,Slovenia,0903XTR,5.1305,1016.7,91.581,3.9416,23.821,1084.9,549.81,133.67,11.837,82.717,1.2297
11725,2019,Spain,0903XTR,20.858,1012.5,77.04,3.7272,25.463,1082.3,549.95,134.0,11.976,-,1.1576
11726,2019,Poland,0903XTR,19.058,1010.7,67.185,3.7805,26.007,1081.0,550.08,133.75,11.967,66.107,1.361
11727,2020,Germany,0903XTR,16.282,1016.8,97.274,2.6639,19.195,1054.6,550.02,108.81,10.466,61.823,4.8026
11728,2021,Belgium,0903XTR,16.766,1017.5,91.651,2.8176,24.581,1087.3,549.77,133.68,11.999,-,1.3874
11729,2019,Poland,0903XTR,8.1402,1006.9,90.3,3.3083,24.391,1075.4,549.84,134.31,11.701,63.839,0.58673
11730,2020,Portugal,0903XTR,26.064,1006.3,64.933,4.2177,25.988,1092.7,550.37,134.53,12.113,-,1.1943
11731,2018,Hungary,0903XTR,16.889,1013.2,88.627,3.6936,26.447,1092.1,550.11,141.15,12.423,58.656,2.389
11732,2020,Netherlands,0903XTR,30.823,1014.7,46.494,4.9677,31.294,1100.0,535.64,150.58,13.502,-,4.8187
11733,2018,Slovenia,0903XTR,30.571,1010.6,43.295,4.4434,30.438,1099.9,543.82,149.06,13.253,47.427,0.86881
11734,2020,Slovakia,0903XTR,21.707,1011.8,94.644,4.1248,25.079,1089.2,549.91,133.47,12.105,-,1.4226
11735,2020,Republic of Cyprus,0903XTR,14.324,1019.3,83.835,3.1725,24.531,1087.4,549.94,134.05,11.939,-,2.2787
11736,2022,Germany,0903XTR,13.025,1004.8,99.507,4.3619,24.89,1088.7,550.22,136.47,11.946,75.085,1.5458
11737,2022,Germany,0903XTR,29.599,1010.5,61.658,4.4655,30.145,1100.0,539.78,147.26,13.245,-,0.51556
11738,2022,Estonia,0903XTR,15.931,1002.2,75.924,3.4817,19.251,1055.0,549.93,110.75,10.277,-,3.3548
11739,2021,Sweden,0903XTR,15.618,1017.7,80.018,3.8121,31.256,1099.9,535.0,154.97,13.655,-,0.72528
11740,2020,Romania,0903XTR,24.059,1008.5,87.006,4.1954,25.935,1092.5,549.71,135.21,12.182,61.007,1.2726
11741,2021,Latvia,0903XTR,26.123,1012.2,87.422,3.7859,22.217,1070.5,549.99,118.15,11.141,53.262,4.486
11742,2021,Netherlands,0903XTR,18.544,1001.9,67.375,4.1629,19.956,1056.5,549.97,110.73,10.486,-,3.3338
11743,2018,Poland,0903XTR,5.2835,1015.7,73.018,2.948,22.08,1067.5,549.98,126.22,11.375,-,4.6035
11744,2020,Netherlands,0903XTR,13.377,1002.9,96.966,2.5684,18.889,1051.1,549.77,108.08,10.324,-,5.2452
11745,2022,Bulgaria,0903XTR,17.708,1004.1,70.775,4.7767,24.874,1087.4,549.9,133.76,11.908,-,2.1797
11746,2022,France,0903XTR,27.528,1012.2,73.639,3.8984,26.457,1095.9,550.06,136.37,12.351,60.9,0.67911
11747,2019,Greece,0903XTR,6.6704,1029.8,70.28,3.8218,33.096,1099.9,532.09,163.6,14.1,-,0.54584
11748,2020,Greece,0903XTR,7.3569,1014.4,88.169,2.9957,23.674,1084.1,550.0,134.41,11.842,-,1.6619
11749,2021,Poland,0903XTR,6.9365,1018.1,85.951,5.9477,33.565,1099.9,528.0,163.35,14.007,-,0.26998
11750,2019,France,0903XTR,20.046,1006.6,92.649,4.6433,30.739,1100.1,543.58,151.23,13.332,-,1.1264
11751,2021,Austria,0903XTR,22.54,1006.1,74.504,4.427,25.347,1089.4,550.39,132.94,12.032,-,1.6104
11752,2020,Republic of Cyprus,0903XTR,25.479,1011.6,82.335,4.9408,24.473,1083.6,549.83,127.37,11.828,54.895,1.7893
11753,2022,Hungary,0903XTR,20.024,1015.2,88.818,3.6686,24.855,1089.2,549.8,133.48,11.936,-,0.74819
11754,2019,Netherlands,0903XTR,13.465,1008.7,84.722,3.614,24.722,1078.3,550.03,133.49,11.88,66.151,1.8606
11755,2019,Latvia,0903XTR,19.389,1015.2,97.048,4.0787,22.931,1068.1,549.96,122.12,11.26,-,2.4407
11756,2022,Italy,0903XTR,15.347,1005.7,78.471,4.6393,24.302,1086.2,550.25,133.31,11.868,-,1.0896
11757,2022,Czech Republic,0903XTR,4.5002,1010.2,90.598,3.8312,23.585,1084.7,549.73,133.82,11.882,-,1.1801
11758,2019,Greece,0903XTR,24.605,1005.2,90.189,4.1513,22.859,1065.6,550.07,119.51,11.267,49.737,2.9962
11759,2020,Bulgaria,0903XTR,5.8786,1013.3,87.864,3.0342,23.929,1084.2,549.93,135.11,11.811,-,2.7948
11760,2019,Portugal,0903XTR,21.222,1006.3,99.932,5.229,30.445,1100.0,544.65,147.98,13.232,55.788,1.1551
11761,2019,Hungary,0903XTR,8.1576,1015.5,96.396,4.2505,30.648,1093.6,540.26,154.45,13.351,74.142,1.3658
11762,2020,Croatia,0903XTR,17.797,1020.4,84.525,4.0815,31.981,1100.0,534.11,154.12,13.689,70.07,1.1705
11763,2020,Netherlands,0903XTR,24.331,1010.3,73.181,4.0559,25.521,1090.4,550.02,133.2,12.024,66.45,7.4991
11764,2018,Spain,0903XTR,27.586,1007.4,69.434,4.3466,29.488,1099.8,547.16,145.67,13.068,55.392,1.5716
11765,2022,Latvia,0903XTR,12.12,1013.7,91.272,5.6142,31.859,1100.3,532.03,158.64,13.925,63.315,0.42561
11766,2021,Greece,0903XTR,18.789,987.56,64.59,5.7683,30.471,1100.3,540.86,150.84,13.257,-,0.92984
11767,2020,Malta,0903XTR,16.717,1001.9,87.916,2.8687,19.655,1055.3,549.94,109.98,10.358,63.022,5.2124
11768,2018,Slovenia,0903XTR,21.295,1001.7,57.345,3.6139,24.654,1079.4,549.97,131.03,11.879,-,2.1133
11769,2019,Belgium,0903XTR,17.752,1014.0,74.974,3.776,25.749,1090.0,549.87,134.1,12.102,-,1.1411
11770,2018,Denmark,0903XTR,27.899,1012.6,57.619,4.3736,29.89,1100.1,545.05,147.88,13.151,55.409,1.8332
11771,2021,Belgium,0903XTR,21.083,1012.6,68.957,2.9153,24.429,1085.7,550.27,132.36,11.894,69.736,1.8916
11772,2018,Slovakia,0903XTR,21.549,1014.3,80.314,3.8181,24.625,1080.5,549.77,131.19,11.993,-,2.0449
11773,2021,Estonia,0903XTR,14.209,1018.2,73.576,4.1516,24.128,1085.8,550.02,132.9,11.866,-,2.1207
11774,2022,Portugal,0903XTR,22.81,1015.1,68.485,2.9475,19.764,1058.2,549.92,110.78,10.519,-,2.4635
11775,2018,Lithuania,0903XTR,13.265,1014.1,71.077,2.5795,18.408,1038.2,546.05,105.73,10.251,83.074,8.8374
11776,2018,Bulgaria,0903XTR,11.074,1009.2,79.878,3.0864,27.43,1073.6,549.93,130.17,11.561,68.077,5.5399
11777,2019,Italy,0903XTR,21.086,1014.7,88.761,4.0409,25.934,1084.9,550.12,134.71,12.15,-,1.4989
11778,2018,Sweden,0903XTR,24.901,1015.2,75.463,4.3904,30.357,1100.0,542.89,149.13,13.386,51.73,1.631
11779,2018,Slovenia,0903XTR,4.451,1014.7,77.758,2.6111,25.335,1026.5,536.64,107.06,10.282,-,14.634
11780,2022,Croatia,0903XTR,6.2488,1019.7,71.271,4.9909,32.521,1100.1,527.3,165.3,14.027,-,0.053833
11781,2019,Greece,0903XTR,12.951,1021.4,78.546,3.8644,31.926,1100.1,536.68,157.95,13.827,54.51,1.8875
11782,2021,Austria,0903XTR,19.558,1013.9,74.018,4.1879,24.006,1082.3,550.11,128.66,11.718,63.021,2.2292
11783,2022,Croatia,0903XTR,26.538,1007.0,72.606,4.2568,27.723,1096.2,545.73,139.18,12.706,61.44,0.34727
11784,2018,Romania,0903XTR,27.98,1009.4,50.59,4.4,30.357,1099.9,544.07,148.86,13.298,-,0.90034
11785,2022,Republic of Cyprus,0903XTR,19.884,1009.4,85.887,3.6275,24.585,1087.1,550.13,132.76,11.949,-,0.87058
11786,2021,Denmark,0903XTR,12.11,1020.8,83.588,3.9296,32.997,1100.3,528.57,161.64,14.007,-,0.70827
11787,2022,Czech Republic,0903XTR,23.177,1011.1,76.711,3.5238,23.689,1080.5,550.22,126.93,11.66,-,0.92887
11788,2022,Belgium,0903XTR,16.332,1020.6,57.919,4.9235,31.802,1100.0,531.67,155.98,13.82,70.765,1.1554
11789,2021,Denmark,0903XTR,5.5908,1021.5,75.202,4.3835,24.242,1083.4,548.82,135.49,11.921,-,1.4146
11790,2021,Latvia,0903XTR,16.932,1011.5,89.159,3.5597,19.415,1054.7,550.12,109.54,10.47,64.203,5.3716
11791,2021,Bulgaria,0903XTR,30.798,1009.0,48.761,4.9176,29.786,1099.8,541.85,143.8,13.149,65.455,0.68811
11792,2019,Latvia,0903XTR,12.799,1020.1,77.602,3.5659,25.174,1078.9,549.81,134.0,11.952,61.361,1.1747
11793,2021,Slovenia,0903XTR,11.244,1025.7,85.536,6.1394,33.416,1099.9,527.81,161.56,14.039,-,0.42894
11794,2019,Estonia,0903XTR,23.521,1006.4,95.606,5.0425,29.514,1099.8,547.78,145.29,13.075,-,1.0661
11795,2022,Italy,0903XTR,25.317,1015.5,68.175,4.3955,30.438,1100.0,537.72,150.11,13.403,-,0.57098
11796,2021,Lithuania,0903XTR,9.4637,1010.4,89.354,4.802,23.788,1083.3,550.04,133.76,11.795,-,1.4322
11797,2020,Malta,0903XTR,25.731,1008.4,69.147,3.5442,20.3,1059.2,549.95,109.82,10.577,-,3.2067
11798,2022,Croatia,0903XTR,27.762,1018.1,49.74,3.8837,25.817,1093.9,550.23,133.82,12.239,67.22,0.80368
11799,2019,Sweden,0903XTR,26.374,1007.7,77.71,4.0073,25.132,1079.0,549.94,128.32,11.758,-,2.0388
11800,2022,Estonia,0903XTR,13.295,1013.4,100.12,4.3268,24.284,1086.4,549.74,133.77,11.79,71.259,1.4086
11801,2020,Finland,0903XTR,15.58,1011.0,81.864,3.2473,24.722,1086.4,549.91,133.49,11.84,80.045,2.035
11802,2018,Estonia,0903XTR,19.587,1012.3,87.055,3.7667,24.107,1077.7,549.73,129.89,11.822,46.416,2.4045
11803,2022,Netherlands,0903XTR,11.06,1008.8,100.14,4.4475,23.974,1084.8,550.21,133.74,11.827,-,1.2846
11804,2018,Belgium,0903XTR,27.057,1015.3,46.844,2.7744,23.253,1049.8,550.06,107.58,10.525,52.201,4.327
11805,2021,Germany,0903XTR,2.582,1009.1,79.988,3.9009,33.643,1100.0,524.97,168.74,14.238,-,0.62069
11806,2019,Hungary,0903XTR,12.106,1014.9,87.655,3.6121,24.971,1085.3,550.04,133.09,11.819,58.254,1.3467
11807,2022,Estonia,0903XTR,6.0883,1020.6,89.754,4.0445,23.831,1085.0,550.02,135.11,11.865,-,1.4478
11808,2019,France,0903XTR,11.635,1015.5,99.101,3.8033,25.392,1078.3,550.06,134.87,11.922,-,1.311
11809,2021,Hungary,0903XTR,24.232,1009.9,60.503,4.2146,26.052,1092.7,550.0,135.06,12.264,-,0.72295
11810,2020,Austria,0903XTR,18.79,1004.8,78.905,2.6455,19.343,1053.6,550.08,108.13,10.404,59.699,5.1281
11811,2020,Poland,0903XTR,5.7033,1015.9,95.395,2.9426,23.525,1082.3,550.09,133.5,11.695,-,2.2247
11812,2019,Romania,0903XTR,23.754,1011.5,83.665,4.686,26.519,1087.1,550.03,134.3,12.27,-,1.9446
11813,2021,Austria,0903XTR,14.458,1018.4,90.347,4.3822,24.559,1088.5,549.98,134.75,11.952,-,1.1684
11814,2019,Latvia,0903XTR,15.613,1005.8,80.452,3.5785,25.409,1077.9,550.0,133.57,11.955,60.615,0.81819
11815,2018,Netherlands,0903XTR,9.6502,1016.9,94.333,4.1873,23.449,1073.9,549.99,129.78,11.591,59.467,2.7045
11816,2022,Slovenia,0903XTR,9.2247,1027.6,80.966,4.0952,24.785,1091.1,550.01,138.74,12.03,80.524,1.3169
11817,2019,Netherlands,0903XTR,22.484,1015.5,62.561,4.1593,22.908,1067.6,549.87,120.82,11.311,-,2.5405
11818,2020,Lithuania,0903XTR,10.995,998.58,100.16,2.6095,18.818,1051.5,549.75,108.91,10.299,75.34,4.9756
11819,2020,France,0903XTR,21.298,1007.2,94.492,3.1594,19.57,1055.6,549.97,108.99,10.407,-,9.947
11820,2021,Latvia,0903XTR,24.093,1010.3,66.516,4.2617,25.491,1089.6,549.89,133.09,12.066,-,2.0303
11821,2021,Hungary,0903XTR,31.777,1009.8,65.833,4.8563,30.01,1099.8,541.54,145.06,13.211,-,0.81381
11822,2021,Hungary,0903XTR,19.676,1012.5,78.638,3.5385,19.73,1056.7,549.91,109.76,10.456,-,4.8065
11823,2020,Poland,0903XTR,21.135,1012.9,90.813,3.922,25.168,1089.4,550.0,133.89,12.07,-,1.8975
11824,2018,Greece,0903XTR,20.895,1010.1,59.437,3.0722,21.739,1062.2,549.86,118.83,11.017,-,3.146
11825,2020,Spain,0903XTR,17.082,1016.3,88.025,3.2209,25.106,1087.1,549.92,133.12,11.947,-,0.78419
11826,2021,Denmark,0903XTR,13.906,1018.3,83.297,4.1669,24.543,1088.4,550.15,134.78,12.038,69.892,1.6833
11827,2019,Germany,0903XTR,27.811,1013.1,66.637,4.1777,24.271,1074.6,549.96,123.74,11.665,-,1.8838
11828,2019,Romania,0903XTR,16.167,1006.5,93.863,3.8062,24.843,1078.2,549.78,132.25,11.787,-,1.6465
11829,2021,Denmark,0903XTR,18.872,1013.3,89.877,4.1669,23.839,1081.9,549.91,128.61,11.672,-,3.1606
11830,2022,Germany,0903XTR,17.628,1014.9,72.489,4.2688,24.588,1088.1,550.06,133.7,11.988,72.489,1.2743
11831,2019,Greece,0903XTR,14.559,1017.4,91.121,2.6397,18.74,1028.9,542.81,103.07,10.058,-,8.7735
11832,2022,Italy,0903XTR,15.666,1014.5,80.077,4.5701,24.319,1085.5,550.13,132.73,11.737,72.025,1.3211
11833,2021,Netherlands,0903XTR,21.44,995.66,65.101,4.2534,20.426,1059.3,549.97,112.29,10.609,-,3.9532
11834,2021,Portugal,0903XTR,29.162,1014.5,50.499,4.7821,30.651,1100.0,538.62,149.75,13.294,-,1.4109
11835,2021,Croatia,0903XTR,20.773,1015.0,62.82,6.0024,31.56,1099.8,534.49,155.01,13.66,-,0.82452
11836,2019,Ireland,0903XTR,28.924,1012.5,50.797,3.6809,22.86,1065.7,549.55,117.76,11.289,-,1.4546
11837,2020,Bulgaria,0903XTR,28.109,1011.9,69.391,6.0233,30.472,1100.0,538.83,147.83,13.305,59.294,1.6204
11838,2022,Austria,0903XTR,9.9078,1026.1,65.923,3.3126,19.366,1024.5,527.21,108.08,10.506,105.66,20.271
11839,2018,Finland,0903XTR,18.178,994.81,57.013,3.3593,24.656,1076.9,549.8,130.88,11.818,-,3.4414
11840,2022,Austria,0903XTR,11.535,1018.2,75.37,3.9363,24.128,1086.4,550.02,134.56,11.872,-,1.3549
11841,2022,Lithuania,0903XTR,12.544,1014.5,84.166,3.8602,24.221,1086.1,550.03,133.58,11.821,74.631,0.81561
11842,2018,Estonia,0903XTR,8.3694,1021.3,77.221,2.9264,25.28,1060.0,547.76,121.44,11.087,73.57,6.2216
11843,2021,Malta,0903XTR,24.554,1008.3,79.898,4.3038,25.514,1090.3,549.79,133.07,12.09,61.62,2.1516
11844,2019,Italy,0903XTR,17.67,1011.2,75.168,3.722,25.014,1080.3,549.89,133.47,11.99,65.151,2.0523
11845,2022,Luxembourg,0903XTR,14.918,1017.6,80.952,4.2096,24.574,1086.5,548.72,135.21,11.977,-,3.0763
11846,2020,Latvia,0903XTR,23.93,1010.7,96.834,4.0279,20.164,1058.9,549.99,109.99,10.625,-,4.4215
11847,2020,Finland,0903XTR,30.293,1009.9,36.026,5.4066,31.081,1099.4,537.53,148.87,13.372,68.006,0.66454
11848,2021,Belgium,0903XTR,15.828,1005.7,90.615,5.7406,29.519,1095.0,539.87,145.96,12.92,-,0.64834
11849,2020,Portugal,0903XTR,18.804,1017.8,92.351,2.8546,19.602,1056.2,549.98,109.13,10.471,-,5.5292
11850,2020,Republic of Cyprus,0903XTR,7.8533,1020.3,88.601,3.1697,24.392,1086.1,550.06,135.2,11.953,68.548,1.3177
11851,2018,Slovenia,0903XTR,25.928,1011.3,63.873,3.3082,20.121,1052.3,549.93,109.72,10.619,-,3.4952
11852,2021,Estonia,0903XTR,24.703,1009.7,88.775,3.4505,20.36,1059.0,549.99,110.16,10.571,-,6.4021
11853,2020,Greece,0903XTR,28.045,1012.1,75.484,5.1635,26.545,1093.8,549.2,133.74,12.323,-,1.9684
11854,2018,Republic of Cyprus,0903XTR,13.017,1016.3,65.794,2.6874,20.128,1046.9,550.08,109.24,10.289,-,4.9486
11855,2021,Republic of Cyprus,0903XTR,19.202,1006.1,60.112,5.1279,26.559,1090.0,546.48,137.82,12.409,-,1.4672
11856,2018,Sweden,0903XTR,15.818,1011.4,77.723,3.7308,26.665,1091.3,550.06,141.84,12.513,58.701,1.9447
11857,2021,Denmark,0903XTR,23.975,1006.2,70.535,4.1406,25.845,1091.9,550.39,134.78,12.165,65.81,1.1254
11858,2018,Hungary,0903XTR,27.146,1008.1,47.13,2.8205,20.066,1050.5,549.65,108.63,10.424,-,3.8175
11859,2020,Republic of Cyprus,0903XTR,26.432,1012.1,68.432,3.7687,20.487,1060.4,549.99,110.44,10.664,51.324,3.3737
11860,2021,Bulgaria,0903XTR,18.422,1012.0,71.33,4.2456,25.214,1089.3,550.23,134.63,12.086,-,1.939
11861,2022,Slovenia,0903XTR,21.031,1015.6,93.281,2.9471,18.388,1050.7,549.81,105.15,10.212,56.414,3.1643
11862,2021,Sweden,0903XTR,6.5382,1027.5,93.354,6.2357,34.076,1099.9,524.78,165.46,14.266,-,0.29323
11863,2022,Slovakia,0903XTR,22.56,1008.3,81.672,3.3682,22.454,1067.4,546.91,119.95,11.255,57.244,1.573
11864,2019,Italy,0903XTR,22.911,1006.7,96.099,3.9134,23.196,1067.4,550.23,121.15,11.355,-,2.1607
11865,2020,Denmark,0903XTR,8.273,1008.4,100.17,4.1597,32.84,1100.0,528.81,163.16,13.987,-,1.0542
11866,2019,Poland,0903XTR,21.555,1009.9,92.595,5.2255,30.025,1099.4,545.33,147.77,13.216,54.887,1.2466
11867,2018,Hungary,0903XTR,20.334,1011.9,81.456,3.7306,26.612,1079.5,544.6,134.47,12.257,53.453,3.4381
11868,2022,Bulgaria,0903XTR,13.445,1021.4,76.166,4.2922,24.315,1086.8,549.99,134.14,12.067,-,0.99764
11869,2022,Republic of Cyprus,0903XTR,7.7345,1019.4,80.656,3.9443,23.691,1085.6,550.08,134.65,11.894,-,0.84204
11870,2018,Austria,0903XTR,17.645,1012.8,70.437,3.2007,22.57,1061.9,547.57,120.46,11.206,57.201,3.4449
11871,2021,Germany,0903XTR,23.726,1015.8,74.631,3.4612,20.762,1062.5,549.84,112.68,10.74,-,4.4783
11872,2020,Netherlands,0903XTR,19.057,1014.2,86.898,3.4218,25.353,1090.2,550.25,135.02,12.086,66.811,1.2318
11873,2020,Sweden,0903XTR,18.027,1005.4,79.476,3.1382,22.256,1072.4,549.91,122.39,11.296,64.632,2.8358
11874,2022,Denmark,0903XTR,18.895,1014.5,92.545,3.7152,24.704,1088.8,549.82,134.05,11.98,60.644,1.1046
11875,2020,Greece,0903XTR,29.696,1005.7,63.294,5.1846,26.631,1095.5,549.86,134.1,12.26,66.802,1.5739
11876,2020,France,0903XTR,19.77,1017.5,80.907,3.6019,25.336,1091.0,549.92,134.54,12.154,68.045,1.8501
11877,2018,Finland,0903XTR,9.7076,1017.8,59.809,3.3359,29.469,1084.4,550.09,137.76,12.123,-,2.9742
11878,2019,Poland,0903XTR,13.559,1015.5,85.146,2.3475,19.651,1046.8,549.73,109.04,10.384,68.732,3.4265
11879,2021,Malta,0903XTR,6.0894,1007.5,91.185,2.7308,23.634,1082.5,550.02,134.32,11.763,79.146,2.011
11880,2022,Poland,0903XTR,9.9483,1027.5,99.092,4.1881,24.093,1087.0,549.96,134.4,11.903,78.108,1.5559
11881,2018,Republic of Cyprus,0903XTR,17.986,1018.5,76.505,3.2911,23.903,1077.2,550.12,129.52,11.775,49.101,2.3152
11882,2020,Slovenia,0903XTR,11.148,1004.9,87.628,4.3148,32.742,1099.9,529.65,160.68,13.963,-,1.0139
11883,2022,Italy,0903XTR,12.417,1020.4,95.68,4.2818,24.46,1087.7,550.05,133.91,11.958,-,1.6378
11884,2020,Slovakia,0903XTR,16.176,1019.5,77.835,4.0545,31.973,1099.9,534.01,154.17,13.656,-,1.1349
11885,2018,Hungary,0903XTR,22.795,1023.8,59.588,3.4576,21.675,1063.3,550.15,117.68,11.106,49.572,3.1473
11886,2020,Lithuania,0903XTR,11.32,1007.9,99.308,2.5751,19.285,1049.3,546.64,109.82,10.395,-,7.2092
11887,2020,Germany,0903XTR,28.129,1011.5,56.069,4.3247,23.569,1078.2,549.87,121.68,11.542,-,2.1399
11888,2022,Republic of Cyprus,0903XTR,28.406,1005.3,63.457,3.9316,25.997,1092.8,550.38,133.72,12.065,-,0.54674
11889,2022,Finland,0903XTR,22.473,1013.1,63.166,3.6014,24.566,1087.4,549.94,131.74,11.987,64.443,0.9389
11890,2020,Sweden,0903XTR,15.646,1016.6,99.261,4.1388,31.953,1099.9,534.51,153.72,13.653,73.651,0.97618
11891,2019,Latvia,0903XTR,28.094,1007.7,70.819,5.0138,29.611,1099.9,547.98,145.24,12.981,-,1.3434
11892,2018,Croatia,0903XTR,15.837,1017.2,79.259,3.7242,24.117,1079.1,550.12,131.94,11.842,49.643,1.8555
11893,2021,Latvia,0903XTR,29.744,1008.7,62.685,4.198,26.112,1092.4,550.15,132.87,12.158,-,1.3062
11894,2021,Germany,0903XTR,8.7709,1013.2,91.684,6.3371,33.483,1100.2,528.62,162.86,14.078,67.634,0.74947
11895,2022,Portugal,0903XTR,16.341,1017.5,81.121,4.7571,30.916,1099.9,533.35,156.16,13.603,62.301,0.92824
11896,2020,Ireland,0903XTR,18.516,1013.6,86.071,3.3285,19.855,1057.9,549.95,110.9,10.512,-,4.7643
11897,2020,Croatia,0903XTR,13.311,1007.1,77.751,4.2182,32.9,1099.9,529.31,160.47,13.928,-,1.8426
11898,2021,Finland,0903XTR,7.901,1022.9,89.426,5.9157,33.396,1100.0,527.93,162.93,14.062,-,0.43464
11899,2022,Portugal,0903XTR,25.777,1014.2,69.157,4.2072,29.588,1098.9,540.0,148.24,13.078,-,0.72497
11900,2019,Spain,0903XTR,14.979,1016.9,86.185,3.1682,23.195,1067.0,549.62,125.33,11.463,58.971,0.5534
11901,2019,Estonia,0903XTR,23.84,1015.5,69.694,4.7185,30.231,1100.1,545.2,149.63,13.194,54.574,0.93421
11902,2018,Italy,0903XTR,31.249,1007.6,56.26,4.4087,29.919,1100.0,545.69,146.74,13.132,56.37,1.9117
11903,2020,Denmark,0903XTR,15.48,1014.8,96.134,4.2007,32.331,1100.2,533.26,155.17,13.65,75.53,1.7352
11904,2018,Netherlands,0903XTR,6.8007,1028.0,52.848,3.0864,23.237,1073.3,550.07,129.64,11.638,-,4.1166
11905,2020,Croatia,0903XTR,17.33,1008.6,64.199,4.0465,31.065,1099.9,535.45,153.78,13.601,81.601,2.773
11906,2021,France,0903XTR,23.765,1016.1,84.079,4.1293,25.51,1090.6,549.81,133.83,12.134,-,1.7893
11907,2020,Greece,0903XTR,22.811,1009.7,82.994,3.675,25.065,1087.9,549.98,131.4,12.019,62.811,1.919
11908,2021,Republic of Cyprus,0903XTR,14.699,1020.2,87.765,4.3373,24.177,1085.9,549.91,132.46,11.887,-,1.5792
11909,2022,Germany,0903XTR,5.4235,1027.6,77.959,4.0702,23.321,1085.3,549.99,133.69,11.849,-,1.8342
