ID,YEAR,LOC,SN,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX
32087,2019,Slovakia,0903XTR,6.5507,1025.0,87.048,3.6093,24.958,1079.0,550.01,134.07,11.881,64.198
32088,2022,Latvia,0903XTR,19.244,1014.8,90.989,3.7099,24.831,1089.1,549.84,134.22,12.165,-
32089,2021,Spain,0903XTR,23.262,1016.4,85.755,4.4451,25.116,1088.7,549.79,131.91,11.968,62.118
32090,2022,Germany,0903XTR,28.086,1005.0,53.809,3.9674,25.945,1092.5,549.7,133.72,12.159,-
32091,2018,Denmark,0903XTR,6.8664,1011.8,84.926,2.9492,21.486,1056.1,547.11,120.19,11.028,75.98
32092,2020,Sweden,0903XTR,12.615,1018.4,98.686,4.1884,32.588,1100.0,531.9,156.8,13.818,70.742
32093,2018,Malta,0903XTR,25.453,1006.5,73.094,4.1488,29.067,1099.8,548.55,145.68,13.032,-
32094,2021,Latvia,0903XTR,18.593,1012.0,89.305,3.8509,23.131,1077.5,549.98,126.08,11.457,-
32095,2020,Latvia,0903XTR,19.235,1018.4,80.217,3.2739,25.427,1089.1,550.02,133.75,12.07,63.649
32096,2018,Romania,0903XTR,17.524,1015.0,81.079,3.7075,24.159,1078.5,550.3,131.03,11.834,-
32097,2022,Czech Republic,0903XTR,26.586,1012.4,67.984,4.0686,26.184,1094.5,549.73,134.77,12.298,-
32098,2021,Estonia,0903XTR,8.9222,1018.7,64.953,4.4781,24.193,1085.1,549.86,134.7,11.76,81.712
32099,2020,Bulgaria,0903XTR,23.399,1003.6,70.337,2.6386,20.267,1056.4,550.09,109.03,10.515,65.756
32100,2022,Lithuania,0903XTR,21.95,1006.6,98.916,3.8226,24.822,1087.2,550.25,131.73,11.983,57.825
32101,2022,Bulgaria,0903XTR,28.04,1008.6,68.718,4.1127,26.028,1093.0,550.14,133.79,12.118,62.534
32102,2021,Finland,0903XTR,11.644,1007.9,100.16,2.9319,24.286,1085.0,549.98,133.94,11.911,71.926
32103,2020,France,0903XTR,14.838,1001.8,83.942,3.0785,24.458,1084.4,549.98,132.9,11.793,-
32104,2020,Sweden,0903XTR,27.933,1011.0,44.023,4.7819,26.6,1095.6,550.25,134.33,12.291,77.453
32105,2018,Poland,0903XTR,15.861,1017.9,80.457,3.366,23.938,1077.0,550.12,130.26,11.739,-
32106,2021,Croatia,0903XTR,19.687,1016.0,95.108,3.3826,18.231,1046.4,548.08,103.68,10.139,-
32107,2021,Czech Republic,0903XTR,20.406,1013.4,58.429,4.3709,25.363,1091.1,550.42,134.4,12.067,-
32108,2020,Malta,0903XTR,23.304,1013.1,80.345,5.2495,25.622,1091.3,550.2,133.6,12.201,-
32109,2020,Spain,0903XTR,23.315,1002.2,65.292,4.5487,30.588,1099.8,538.23,150.02,13.37,59.861
32110,2022,Spain,0903XTR,27.191,1007.4,62.934,4.0426,26.292,1093.9,549.51,133.98,12.373,-
32111,2022,Greece,0903XTR,14.521,1020.1,86.997,4.8466,31.072,1100.1,531.54,157.29,13.857,61.749
32112,2020,Bulgaria,0903XTR,19.77,1018.4,73.372,4.1322,32.006,1099.9,534.44,154.18,13.62,-
32113,2019,Belgium,0903XTR,2.7969,1001.5,90.015,3.4021,24.65,1076.8,549.83,135.37,11.879,66.141
32114,2020,Italy,0903XTR,13.68,1009.9,94.993,3.2903,24.982,1088.0,549.91,135.08,11.988,-
32115,2018,France,0903XTR,26.006,1009.3,79.892,3.9129,26.325,1084.9,548.3,134.04,12.233,51.69
32116,2019,Latvia,0903XTR,28.759,1015.5,36.789,3.9311,25.144,1079.4,549.96,127.74,11.847,62.139
32117,2018,Germany,0903XTR,17.932,1004.1,73.595,3.3743,25.987,1077.8,550.21,131.54,11.747,58.742
32118,2020,Sweden,0903XTR,9.5381,1017.0,72.112,4.0913,32.56,1099.9,529.57,161.21,13.972,-
32119,2021,Bulgaria,0903XTR,14.268,1021.9,92.719,4.4243,24.053,1086.1,550.06,132.76,11.892,62.143
32120,2018,Slovenia,0903XTR,25.123,1013.8,77.765,3.8957,24.863,1080.8,550.45,130.04,12.012,51.366
32121,2018,Estonia,0903XTR,15.447,1019.9,72.916,2.5862,18.699,1046.3,549.62,107.99,10.32,56.317
32122,2018,Luxembourg,0903XTR,9.3422,1019.2,85.83,2.8723,24.176,1052.4,546.55,116.38,10.82,-
32123,2021,Latvia,0903XTR,21.301,1013.5,73.685,6.0283,31.47,1100.3,535.63,153.27,13.528,-
32124,2020,Ireland,0903XTR,15.879,998.23,92.905,3.2833,24.912,1086.8,549.66,134.15,11.986,75.641
32125,2021,Croatia,0903XTR,5.5346,1022.7,93.228,4.286,24.096,1087.0,550.03,135.14,11.879,83.558
32126,2019,Croatia,0903XTR,26.627,1016.7,52.271,4.0097,25.362,1080.7,549.98,128.51,11.908,52.695
32127,2021,Romania,0903XTR,23.902,1008.5,84.878,4.3291,25.569,1090.8,549.83,133.26,12.208,-
32128,2018,Poland,0903XTR,7.2266,1028.2,81.047,3.7696,26.02,1091.1,549.92,143.86,12.491,65.002
32129,2022,Latvia,0903XTR,10.055,1020.7,69.491,4.8172,32.892,1100.3,526.99,163.11,14.221,56.377
32130,2022,France,0903XTR,14.515,1009.7,67.243,4.1382,24.14,1085.1,550.01,133.76,11.84,-
32131,2020,Bulgaria,0903XTR,12.749,1001.2,87.951,2.5453,18.883,1051.7,549.62,108.89,10.369,84.052
32132,2019,Italy,0903XTR,28.628,1011.6,60.842,4.0903,25.467,1081.0,549.74,128.77,11.891,44.889
32133,2020,Latvia,0903XTR,6.1113,1008.3,87.573,3.9842,33.2,1100.0,527.34,165.31,14.108,-
32134,2022,Malta,0903XTR,15.786,1011.5,84.981,3.5556,19.266,1056.2,549.98,111.35,10.495,-
32135,2020,Hungary,0903XTR,28.605,1012.2,47.303,3.458,20.259,1059.1,549.92,109.6,10.531,-
32136,2020,Sweden,0903XTR,12.506,1019.7,96.406,3.1658,24.8,1086.7,549.75,134.23,11.953,-
32137,2021,Portugal,0903XTR,23.845,1008.4,90.832,3.3224,18.969,1051.2,550.03,105.29,10.222,-
32138,2019,Italy,0903XTR,8.6211,1017.4,84.916,3.4379,24.584,1077.2,549.81,135.01,11.93,58.504
32139,2018,Denmark,0903XTR,33.867,1008.6,37.809,4.2913,26.954,1088.2,548.17,133.52,12.383,58.213
32140,2020,Estonia,0903XTR,12.672,1012.1,92.514,2.8693,20.648,1064.2,549.83,117.67,10.899,-
32141,2020,Romania,0903XTR,26.593,1013.5,55.388,4.1619,25.814,1092.6,550.14,133.85,12.241,-
32142,2018,Spain,0903XTR,15.974,1019.3,58.029,3.3146,23.759,1077.0,549.57,129.87,11.81,57.23
32143,2021,Sweden,0903XTR,7.9468,1014.0,95.461,4.1026,19.392,1055.5,549.83,110.97,10.532,-
32144,2021,Hungary,0903XTR,24.831,1013.0,79.706,4.1184,25.793,1091.5,549.75,133.91,12.157,69.621
32145,2021,France,0903XTR,19.303,1009.6,90.537,4.4465,25.317,1089.2,550.05,134.13,12.175,63.217
32146,2018,Germany,0903XTR,23.636,1007.7,70.723,3.8774,24.749,1079.4,550.17,129.92,11.891,-
32147,2020,Luxembourg,0903XTR,10.01,1010.2,98.81,2.6394,19.135,1049.5,546.72,109.93,10.392,-
32148,2020,Malta,0903XTR,7.9353,1025.3,86.762,4.314,33.145,1100.1,528.74,160.27,13.999,70.879
32149,2022,Greece,0903XTR,5.2609,1023.5,86.794,4.136,23.797,1085.9,550.14,134.93,11.994,60.38
32150,2020,Slovenia,0903XTR,23.622,1010.4,60.571,3.8102,21.125,1065.2,550.06,114.97,10.972,-
32151,2022,Luxembourg,0903XTR,12.749,1016.1,87.36,3.5129,23.759,1084.5,549.79,133.01,11.729,67.888
32152,2022,Republic of Cyprus,0903XTR,25.512,1017.7,56.615,4.1533,25.714,1093.2,550.35,133.74,12.302,-
32153,2020,Netherlands,0903XTR,9.2309,1020.9,85.625,2.4946,18.942,1051.9,548.45,110.41,10.448,-
32154,2021,Sweden,0903XTR,20.939,1013.5,83.041,4.88,30.447,1100.1,536.73,151.99,13.4,64.56
32155,2018,Germany,0903XTR,19.547,1005.6,55.436,3.4352,27.178,1084.0,550.06,135.36,12.064,62.293
32156,2020,Malta,0903XTR,10.939,1025.8,91.885,2.4815,19.403,1043.7,540.97,109.77,10.465,93.735
32157,2021,Denmark,0903XTR,16.566,1010.7,87.622,4.1113,18.956,1035.0,539.15,103.41,10.288,95.62
32158,2021,Slovakia,0903XTR,17.827,1020.7,88.757,3.529,19.341,1056.2,549.99,109.77,10.366,-
32159,2019,Ireland,0903XTR,25.503,1005.7,87.293,5.1223,30.109,1099.9,546.33,145.78,13.059,-
32160,2020,Malta,0903XTR,19.227,1022.4,72.74,4.1379,32.262,1100.0,537.75,157.14,13.716,-
32161,2022,Republic of Cyprus,0903XTR,19.764,1005.1,88.096,3.0662,20.122,1059.2,549.81,112.75,10.604,-
32162,2019,Belgium,0903XTR,13.485,1001.6,98.656,3.5559,25.291,1078.0,549.87,134.6,11.995,62.834
32163,2019,Republic of Cyprus,0903XTR,19.606,1012.0,99.992,5.4475,31.541,1100.0,540.63,151.44,13.465,-
32164,2022,Germany,0903XTR,12.666,1022.0,77.01,4.0895,24.365,1087.3,550.01,134.71,12.071,-
32165,2020,Malta,0903XTR,21.479,1015.3,76.976,3.5257,26.618,1095.8,549.79,138.59,12.349,-
32166,2022,Lithuania,0903XTR,15.313,1017.8,69.085,2.8734,18.808,1053.7,549.77,109.73,10.418,-
32167,2022,Greece,0903XTR,13.994,1027.0,78.409,3.1838,19.104,1046.1,542.82,109.14,10.558,-
32168,2020,Republic of Cyprus,0903XTR,3.4689,1018.4,60.945,4.1384,34.664,1100.0,521.29,170.57,14.537,75.953
32169,2020,Slovenia,0903XTR,18.69,1011.6,91.25,2.9147,19.609,1055.4,549.94,108.81,10.376,63.325
32170,2018,Slovakia,0903XTR,16.891,1019.2,59.096,3.3496,23.876,1078.0,549.54,130.44,11.79,-
32171,2021,Denmark,0903XTR,24.341,1011.6,87.087,4.3932,25.746,1092.1,549.99,134.2,12.216,-
32172,2019,Belgium,0903XTR,28.827,1015.7,43.484,3.7808,24.081,1073.3,550.15,123.9,11.598,59.407
32173,2018,Hungary,0903XTR,30.129,1012.2,53.844,4.5035,29.815,1099.9,545.43,146.63,13.135,-
32174,2018,Sweden,0903XTR,21.755,1011.4,62.174,3.5062,31.102,1084.9,549.8,134.77,12.219,-
32175,2021,Spain,0903XTR,25.449,1006.0,67.856,4.1483,22.938,1075.7,549.87,121.89,11.477,-
32176,2021,Ireland,0903XTR,23.671,1009.5,91.368,4.3839,25.829,1091.8,550.42,134.71,12.03,58.208
32177,2020,Greece,0903XTR,26.313,1010.4,69.072,6.1072,30.531,1100.1,538.51,148.5,13.263,-
32178,2020,Latvia,0903XTR,17.407,1000.1,75.119,4.1144,31.08,1100.0,536.36,153.34,13.445,80.608
32179,2018,Ireland,0903XTR,19.817,1016.8,71.78,3.3194,24.445,1079.2,550.33,130.9,11.79,46.428
32180,2019,Belgium,0903XTR,25.958,1004.9,85.532,5.0171,29.334,1099.6,548.44,144.42,12.948,53.841
32181,2018,Germany,0903XTR,25.304,1010.7,74.948,4.0702,26.987,1091.7,550.22,139.45,12.442,51.379
32182,2020,Sweden,0903XTR,26.306,1005.4,67.132,4.3697,26.331,1094.4,549.65,135.54,12.231,-
32183,2019,Italy,0903XTR,17.101,1017.7,83.318,3.7116,19.973,1016.4,526.68,103.54,10.554,89.777
32184,2022,Slovakia,0903XTR,11.692,1012.1,94.325,3.577,23.256,1079.1,549.21,130.59,11.672,-
32185,2019,Bulgaria,0903XTR,13.501,1017.0,88.621,2.7395,24.023,1067.1,549.87,124.15,11.358,65.562
32186,2018,Bulgaria,0903XTR,22.419,1014.4,45.01,3.3173,28.503,1079.0,550.01,130.57,11.813,60.988
32187,2021,Croatia,0903XTR,31.65,1011.2,39.916,4.3581,26.737,1096.2,550.0,133.79,12.397,76.556
32188,2020,Spain,0903XTR,31.521,1008.1,62.553,6.6366,32.55,1100.0,533.08,151.15,13.676,-
32189,2018,Estonia,0903XTR,26.379,1010.9,77.217,4.1409,27.235,1092.8,550.17,139.66,12.555,50.9
32190,2019,Croatia,0903XTR,17.88,1007.9,86.172,3.744,25.301,1081.3,549.9,134.22,12.062,-
32191,2018,Romania,0903XTR,11.129,1012.0,75.536,2.8257,20.0,1053.6,550.09,114.35,10.598,-
32192,2022,Luxembourg,0903XTR,15.178,1003.1,74.699,4.4335,24.181,1084.8,549.95,132.72,11.903,68.875
32193,2019,Finland,0903XTR,22.104,1014.5,90.16,5.327,31.182,1099.9,541.8,149.81,13.441,-
32194,2020,Denmark,0903XTR,22.356,1015.4,79.636,6.2149,30.07,1098.9,539.49,145.72,13.205,81.932
32195,2021,Luxembourg,0903XTR,30.697,1010.1,72.141,4.7893,29.66,1100.3,542.83,144.8,13.091,-
32196,2022,Croatia,0903XTR,20.844,1015.7,87.844,3.1735,19.885,1059.3,549.95,111.98,10.705,53.687
32197,2018,Italy,0903XTR,16.055,1020.4,69.778,3.2486,23.558,1075.7,549.73,128.83,11.744,51.196
32198,2018,Hungary,0903XTR,18.682,1017.5,68.522,4.2386,30.975,1100.1,540.13,152.89,13.543,-
32199,2019,Austria,0903XTR,17.22,1010.5,75.231,3.6371,26.222,1081.0,549.84,135.29,12.145,83.03
32200,2022,Malta,0903XTR,9.6763,1015.5,79.672,5.0671,32.521,1100.2,529.02,161.63,14.066,-
32201,2022,Ireland,0903XTR,19.293,1013.0,91.155,4.2056,29.061,1098.8,541.28,147.8,13.012,-
32202,2018,Slovakia,0903XTR,11.042,1023.8,46.858,4.3833,32.333,1099.9,534.39,159.56,13.916,53.138
32203,2022,Denmark,0903XTR,15.884,1002.9,77.403,3.5364,19.226,1054.8,549.96,110.73,10.349,-
32204,2018,Spain,0903XTR,18.541,1015.9,62.783,3.4526,26.185,1083.7,549.88,134.59,12.154,-
32205,2022,Portugal,0903XTR,18.461,1013.9,77.806,3.5696,24.704,1088.0,550.13,133.94,11.986,66.397
32206,2021,Latvia,0903XTR,27.582,1005.6,57.353,4.2849,26.436,1093.5,549.08,136.29,12.275,-
32207,2019,Bulgaria,0903XTR,19.868,1008.7,88.352,3.704,24.295,1074.3,550.09,128.16,11.633,54.15
32208,2022,Czech Republic,0903XTR,6.7569,1015.1,88.41,3.6162,23.747,1085.5,550.24,133.65,11.733,82.377
32209,2022,Belgium,0903XTR,16.19,1025.5,63.856,3.1972,18.875,1054.8,549.87,109.2,10.54,-
32210,2018,France,0903XTR,24.649,1013.2,79.645,4.3075,30.233,1099.9,544.3,147.93,13.226,-
32211,2021,Greece,0903XTR,20.806,1003.9,80.715,5.3164,25.258,1088.6,550.12,133.72,12.177,69.464
32212,2018,France,0903XTR,23.549,1011.8,86.97,4.6872,30.072,1100.0,543.79,148.07,13.25,45.865
32213,2020,Denmark,0903XTR,15.019,1003.3,98.45,2.6918,19.223,1053.8,550.0,109.28,10.265,-
32214,2018,Luxembourg,0903XTR,14.512,1007.7,64.822,2.9854,25.468,1063.8,549.37,122.28,11.145,68.596
32215,2018,Greece,0903XTR,16.64,1011.3,81.65,3.2222,23.136,1070.5,550.16,126.17,11.504,-
32216,2018,Finland,0903XTR,20.799,1010.4,62.237,2.9202,19.683,1050.9,549.64,110.07,10.528,-
32217,2020,Germany,0903XTR,22.663,1018.9,70.905,2.6701,20.402,1058.1,549.3,110.58,10.652,-
32218,2022,Poland,0903XTR,21.835,1013.9,76.446,4.0076,25.628,1092.2,549.71,134.72,12.108,65.144
32219,2021,Denmark,0903XTR,14.475,999.49,76.982,4.3433,24.294,1085.0,550.1,133.33,11.761,73.822
32220,2018,Czech Republic,0903XTR,27.711,1006.8,42.098,3.631,25.616,1083.9,550.06,132.92,12.157,56.111
32221,2022,Romania,0903XTR,23.193,1004.4,72.094,4.4141,30.878,1099.6,537.56,151.26,13.289,56.428
32222,2019,Greece,0903XTR,29.107,1012.6,50.313,4.1211,25.509,1081.2,549.68,128.45,11.906,47.32
32223,2020,Czech Republic,0903XTR,23.905,1009.3,88.249,4.7782,25.665,1091.6,550.25,134.32,12.078,-
32224,2021,Lithuania,0903XTR,28.801,1009.1,67.407,4.1983,26.202,1092.4,550.44,133.77,12.126,-
32225,2020,Finland,0903XTR,6.4121,1017.5,94.199,2.5415,19.809,1032.4,532.2,110.24,10.574,111.12
32226,2020,Malta,0903XTR,23.008,1018.7,63.425,3.5308,25.269,1090.8,549.72,133.71,12.164,-
32227,2021,Belgium,0903XTR,15.466,1022.1,88.271,4.3947,24.292,1087.3,550.35,133.26,12.004,-
32228,2022,Denmark,0903XTR,28.137,1010.5,53.192,4.1113,27.338,1095.4,546.88,137.2,12.533,-
32229,2022,Republic of Cyprus,0903XTR,12.064,1017.2,93.546,4.6943,29.556,1099.8,537.43,154.1,13.403,-
32230,2018,Poland,0903XTR,8.9968,1017.8,92.063,4.454,32.45,1099.9,534.07,160.89,13.909,-
32231,2020,Hungary,0903XTR,22.814,1011.6,83.468,4.2448,25.428,1090.7,549.87,134.3,12.1,62.315
32232,2021,Poland,0903XTR,17.21,1022.6,73.834,5.2695,31.51,1099.7,533.14,154.37,13.684,59.746
32233,2021,Italy,0903XTR,8.8861,1011.4,90.319,4.2505,23.948,1085.2,549.84,134.62,11.853,77.166
32234,2019,Slovakia,0903XTR,11.199,1018.1,72.55,3.4184,24.604,1077.0,549.98,133.73,11.902,-
32235,2020,Belgium,0903XTR,17.359,1011.3,89.032,3.2949,19.495,1056.3,550.01,110.23,10.394,61.505
32236,2022,Greece,0903XTR,7.8879,1005.9,99.093,3.5059,19.414,1046.3,543.22,111.78,10.433,79.917
32237,2018,Poland,0903XTR,7.8653,1023.8,71.755,4.1234,34.332,1100.0,532.46,162.36,14.055,56.606
32238,2022,Croatia,0903XTR,7.006,1006.8,99.008,3.4486,19.377,1043.2,541.24,110.74,10.533,93.227
32239,2020,Slovenia,0903XTR,18.875,1020.6,76.514,4.1133,31.989,1100.0,533.93,153.94,13.674,81.434
32240,2018,Poland,0903XTR,13.108,1032.7,62.889,2.7975,19.696,1025.5,531.26,105.57,10.68,99.463
32241,2022,Hungary,0903XTR,9.5349,1013.2,89.816,3.3118,19.142,1037.2,537.33,109.16,10.419,-
32242,2021,Finland,0903XTR,16.83,1004.6,87.638,4.568,21.503,1066.5,549.92,119.08,11.03,-
32243,2021,Lithuania,0903XTR,22.141,1012.0,65.164,3.9689,25.206,1089.0,549.83,133.77,12.024,-
32244,2021,Belgium,0903XTR,22.568,994.76,58.787,4.1838,19.908,1055.2,550.0,109.34,10.41,65.983
32245,2020,Romania,0903XTR,7.941,1013.4,83.467,4.0799,33.263,1099.8,527.76,164.26,14.074,68.694
32246,2020,Croatia,0903XTR,29.589,1013.3,57.215,4.8384,25.315,1089.2,549.64,129.43,12.113,64.433
32247,2022,Lithuania,0903XTR,28.527,1011.4,52.748,4.0754,26.148,1094.7,549.66,133.75,12.267,-
32248,2020,Belgium,0903XTR,13.419,1017.0,94.328,3.0985,24.837,1086.5,549.88,133.82,11.969,58.957
32249,2019,Greece,0903XTR,3.5928,998.63,94.041,2.7088,19.045,1043.5,550.02,110.48,10.243,-
32250,2022,Belgium,0903XTR,28.46,1016.3,55.233,4.1163,26.023,1094.3,549.63,133.77,12.239,-
32251,2018,Republic of Cyprus,0903XTR,6.3248,1018.5,80.977,3.06,24.273,1068.2,549.84,126.12,11.333,72.069
32252,2019,Greece,0903XTR,30.993,1006.0,60.912,5.1916,30.688,1100.0,545.35,146.51,13.152,53.776
32253,2018,France,0903XTR,22.388,1014.4,64.894,3.6367,25.853,1086.5,549.56,135.77,12.245,54.797
32254,2020,Germany,0903XTR,26.827,1012.8,80.61,4.4227,25.801,1092.3,550.31,133.27,12.11,-
32255,2018,Czech Republic,0903XTR,28.876,1015.0,33.807,3.9099,25.448,1084.1,550.13,130.92,12.048,-
32256,2022,Austria,0903XTR,28.317,1014.9,60.59,4.1009,25.983,1093.9,549.9,133.82,12.278,60.885
32257,2020,Croatia,0903XTR,11.869,995.14,91.698,3.1972,24.311,1083.7,549.85,133.3,11.764,86.018
32258,2018,Lithuania,0903XTR,3.5956,1023.3,81.183,4.148,33.846,1100.0,530.17,166.42,14.18,59.465
32259,2021,Croatia,0903XTR,24.916,1008.6,84.983,4.1564,25.534,1090.4,549.98,133.81,12.219,-
32260,2022,Croatia,0903XTR,7.6761,1025.3,84.538,3.5684,23.394,1083.5,550.06,133.63,11.697,-
32261,2020,Czech Republic,0903XTR,17.533,1018.7,86.002,2.7189,18.881,1051.9,549.7,106.86,10.355,-
32262,2018,Netherlands,0903XTR,26.559,1017.2,55.227,3.0187,20.097,1052.3,549.84,109.3,10.515,-
32263,2018,Luxembourg,0903XTR,13.963,1007.5,87.072,3.441,24.116,1077.3,549.75,131.57,11.769,-
32264,2020,Lithuania,0903XTR,7.7452,1010.6,95.43,2.9973,23.579,1083.2,550.06,133.73,11.795,82.739
32265,2018,Luxembourg,0903XTR,9.1608,1019.3,87.398,2.6306,18.328,1043.9,548.96,108.49,10.341,66.186
32266,2020,Spain,0903XTR,22.198,1005.8,82.096,4.1551,25.764,1091.5,550.05,135.27,12.102,-
32267,2022,Sweden,0903XTR,20.794,1020.6,78.971,3.0265,18.338,1049.0,549.3,103.64,10.223,-
32268,2022,Croatia,0903XTR,6.2598,1014.9,92.251,4.0068,23.649,1084.6,549.85,133.78,11.818,78.855
32269,2020,Belgium,0903XTR,21.213,1008.7,69.975,3.9148,25.034,1088.2,549.72,132.78,11.935,-
32270,2018,Greece,0903XTR,18.749,1014.1,87.949,3.7717,24.191,1078.2,549.59,130.38,11.884,-
32271,2020,Denmark,0903XTR,13.919,1010.1,90.084,4.1555,32.723,1099.9,532.14,157.08,13.778,75.704
32272,2019,Czech Republic,0903XTR,22.401,1021.1,68.427,4.1331,22.581,1066.5,549.93,119.61,11.327,57.036
32273,2021,Sweden,0903XTR,24.925,1008.3,92.976,4.3052,26.186,1091.9,550.07,134.0,12.099,-
32274,2021,Portugal,0903XTR,26.047,1009.8,77.306,4.2248,25.75,1092.0,549.85,133.78,12.066,64.081
32275,2020,Slovakia,0903XTR,10.325,1006.7,91.62,3.0491,24.398,1085.8,550.01,135.3,11.839,80.126
32276,2021,France,0903XTR,17.506,1010.2,58.949,5.0425,25.045,1088.3,549.66,133.72,11.955,77.116
32277,2018,Slovakia,0903XTR,19.478,1016.6,81.487,3.7866,24.479,1080.2,549.85,131.68,11.862,-
32278,2019,Malta,0903XTR,28.897,1013.1,55.011,4.0831,25.306,1079.9,549.91,127.74,11.815,46.706
32279,2021,Estonia,0903XTR,20.401,985.85,59.854,5.7456,30.095,1100.1,541.99,148.14,13.086,-
32280,2018,Portugal,0903XTR,9.7033,1026.6,54.23,3.1089,25.743,1072.3,549.94,128.07,11.576,-
32281,2018,Bulgaria,0903XTR,18.702,1007.5,71.768,2.7498,19.616,1048.7,550.38,109.67,10.493,54.69
32282,2021,Ireland,0903XTR,14.175,1018.0,90.982,4.1253,23.032,1077.1,548.84,127.14,11.545,-
32283,2020,Netherlands,0903XTR,27.067,1015.2,55.055,4.1673,25.6,1091.9,549.69,132.97,12.084,-
32284,2022,Austria,0903XTR,21.846,1009.3,92.205,3.234,20.519,1061.3,550.05,112.78,10.78,-
32285,2019,Romania,0903XTR,18.318,1020.3,84.093,3.4085,18.542,1042.1,549.68,103.47,10.129,-
32286,2020,Denmark,0903XTR,18.097,1004.2,77.373,2.6333,19.327,1053.4,549.92,108.29,10.416,64.108
32287,2018,Republic of Cyprus,0903XTR,5.3801,1018.7,73.505,2.9758,21.92,1055.9,544.0,122.77,11.24,-
32288,2022,Ireland,0903XTR,19.99,1012.4,85.084,3.7149,24.491,1086.5,549.88,132.72,11.91,-
32289,2022,France,0903XTR,29.436,1014.8,56.489,4.7087,30.804,1099.9,536.83,149.83,13.432,49.1
32290,2020,Sweden,0903XTR,17.146,1013.0,95.076,3.8949,24.825,1088.0,549.86,134.44,12.013,-
32291,2020,Republic of Cyprus,0903XTR,4.6117,1016.9,92.589,2.9203,23.103,1080.6,549.67,132.54,11.632,82.521
32292,2020,Spain,0903XTR,25.481,1005.2,71.904,4.3054,26.058,1093.1,550.04,135.22,12.23,-
32293,2019,Luxembourg,0903XTR,14.437,1013.7,77.613,3.5802,25.249,1079.2,550.08,133.78,11.992,-
32294,2018,Croatia,0903XTR,22.943,1018.1,65.102,4.2445,30.701,1100.1,541.95,151.14,13.417,-
32295,2020,Slovakia,0903XTR,11.172,1002.6,99.928,2.7389,20.501,1049.1,541.79,113.92,10.724,94.205
32296,2022,Bulgaria,0903XTR,24.482,1016.2,84.797,3.123,19.397,1055.6,549.92,107.92,10.547,49.507
32297,2021,Latvia,0903XTR,19.386,1012.0,86.213,4.3902,19.856,1057.3,549.99,110.77,10.513,-
32298,2022,Belgium,0903XTR,26.309,1009.4,61.145,4.0623,26.162,1093.5,549.97,134.32,12.277,64.6
32299,2019,Denmark,0903XTR,13.548,1020.9,94.915,5.5745,32.048,1100.1,537.45,156.56,13.733,-
32300,2019,Sweden,0903XTR,19.475,1021.2,87.085,4.114,22.689,1067.8,550.09,121.6,11.333,-
32301,2018,Luxembourg,0903XTR,21.057,1014.1,70.577,3.7589,24.297,1078.0,549.94,129.33,11.805,55.904
32302,2019,Finland,0903XTR,22.39,1012.6,92.118,3.8781,25.172,1079.1,550.24,129.1,11.852,-
32303,2018,Sweden,0903XTR,-3.289,1027.1,51.789,3.3043,28.014,1100.0,547.95,155.48,13.083,85.367
32304,2021,Croatia,0903XTR,22.221,1016.7,86.653,4.1134,25.453,1090.6,550.36,133.98,12.164,-
32305,2020,Poland,0903XTR,14.81,1003.6,84.744,2.5451,19.113,1053.3,550.05,109.23,10.348,-
32306,2020,Slovenia,0903XTR,8.4883,1017.6,81.407,4.1286,32.993,1099.9,528.22,162.61,14.048,-
32307,2020,Estonia,0903XTR,18.091,992.02,70.95,3.2533,24.977,1085.4,550.08,133.08,11.819,82.259
32308,2019,Lithuania,0903XTR,11.388,1014.1,91.83,3.62,24.992,1086.1,550.03,133.96,11.849,-
32309,2019,Hungary,0903XTR,14.729,1011.6,82.758,3.5765,25.387,1078.0,549.92,133.82,11.955,61.342
32310,2020,Slovenia,0903XTR,10.2,1011.4,70.03,4.1572,32.918,1100.0,528.88,161.44,13.985,71.949
32311,2018,Latvia,0903XTR,19.071,1003.5,80.661,2.8503,19.605,1049.6,550.36,110.14,10.383,-
32312,2020,Slovakia,0903XTR,10.429,1016.7,90.117,3.0541,24.181,1085.5,549.79,134.51,11.778,-
32313,2020,Bulgaria,0903XTR,22.918,1010.5,71.148,3.6864,25.696,1091.4,550.24,134.43,12.155,69.906
32314,2018,Bulgaria,0903XTR,24.625,1011.9,73.3,3.9924,25.686,1084.9,550.01,133.71,12.063,46.766
32315,2019,Finland,0903XTR,18.431,1012.9,94.137,3.8551,25.41,1081.2,549.74,133.58,12.021,58.815
32316,2019,Germany,0903XTR,10.383,1023.3,96.533,4.5209,33.722,1100.0,534.51,162.37,14.066,81.203
32317,2022,Slovenia,0903XTR,8.0998,1013.4,88.989,3.9491,23.281,1081.0,550.0,131.84,11.669,-
32318,2021,Republic of Cyprus,0903XTR,7.9963,1013.6,97.845,4.1208,19.479,1056.0,549.97,110.64,10.456,-
32319,2020,Lithuania,0903XTR,20.754,1004.9,90.912,3.1635,19.713,1056.9,549.92,110.21,10.571,52.543
32320,2018,Bulgaria,0903XTR,13.323,1014.7,39.851,3.417,29.624,1081.6,550.35,134.63,11.965,70.258
32321,2022,Finland,0903XTR,16.941,1004.3,97.373,3.1135,19.537,1056.5,550.02,111.58,10.485,62.052
